"url","product","price","rating","reviews","vProductName....vivinoProductName.1.","vUrl....vivinoURL"
"/en/wine/zuccardi-tito-2014/p/BP_478416","Zuccardi Tito 2014",338,3.9,583,"ZuccardiTito2014","https://www.vivino.com/search/wines?q=Zuccardi+Tito+2014"
"/en/wine/bindi-pyrette-heathcote-shiraz-2013/p/BP_462614","Bindi Pyrette Heathcote Shiraz 2013",338,3.8,35,"BindiPyretteShiraz2013","https://www.vivino.com/search/wines?q=Bindi+Pyrette+Heathcote+Shiraz+2013"
"/en/wine/wynns-black-label-cabernet-sauvignon-2015/p/BP_442334","Wynns Black Label Cabernet Sauvignon 2015",338,3.9,482,"WynnsBlackLabelCabernetSauvignon2015","https://www.vivino.com/search/wines?q=Wynns+Black+Label+Cabernet+Sauvignon+2015"
"/en/wine/quartz-reef-pinot-noir-2016/p/BP_491167","Quartz Reef Pinot Noir 2016",338,3.9,25,"QuartzReefPinotNoir2016","https://www.vivino.com/search/wines?q=Quartz+Reef+Pinot+Noir+2016"
"/en/wine/orma-passi-di-orma-2015/p/BP_486479","Orma Passi Di Orma 2015",338,4.1,213,"OrmaPassidiOrma Bolgheri 2015","https://www.vivino.com/search/wines?q=Orma+Passi+Di+Orma+2015"
"/en/wine/evans-tate-redbrook-reserve-shiraz-2013/p/BP_134202","Evans & Tate Redbrook Reserve Shiraz 2013",338,4.2,1354,"Petaluma Yellow Label Evans Vineyard","https://www.vivino.com/search/wines?q=Evans+&+Tate+Redbrook+Reserve+Shiraz+2013"
"/en/wine/zuccardi-tito-2015/p/BP_492737","Zuccardi Tito 2015",338,3.9,839,"ZuccardiTito2015","https://www.vivino.com/search/wines?q=Zuccardi+Tito+2015"
"/en/wine/zuccardi-emma-2016/p/BP_138596","Zuccardi Emma 2016",338,4,399,"ZuccardiEmma Bonarda 2016","https://www.vivino.com/search/wines?q=Zuccardi+Emma+2016"
"/en/wine/craggy-range-gimblett-gravels-syrah-2016/p/BP_329291","Craggy Range Gimblett Gravels Syrah 2016",338,3.7,18,"CraggyRangeGimblettGravelsSyrah2016","https://www.vivino.com/search/wines?q=Craggy+Range+Gimblett+Gravels+Syrah+2016"
"/en/wine/craggy-range-te-kahu-2016/p/BP_328989","Craggy Range Te Kahu 2016",338,3.9,324,"CraggyRange Gimblett Gravels Vineyard TeKahu2016","https://www.vivino.com/search/wines?q=Craggy+Range+Te+Kahu+2016"
"/en/wine/etude-carneros-pinot-noir-2016-375cl/p/BP_364508","Etude Carneros Pinot Noir 2016 - 37.5cl",338,4.1,13,"Castello EtudePinotNoir Heirloom Carneros","https://www.vivino.com/search/wines?q=Etude+Carneros+Pinot+Noir+2016+-+37.5cl"
"/en/wine/mac-forbes-yarra-junction-pinot-noir-2017/p/BP_383227","Mac Forbes Yarra Junction Pinot Noir 2017",338,3.9,196,"MacForbesPinotNoir2017","https://www.vivino.com/search/wines?q=Mac+Forbes+Yarra+Junction+Pinot+Noir+2017"
"/en/wine/schug-carneros-sonoma-valley-cabernet-sauvignon-2016/p/BP_356818","Schug Carneros Sonoma Valley Cabernet Sauvignon 2016",338,3.9,145,"SchugCabernetSauvignon2016","https://www.vivino.com/search/wines?q=Schug+Carneros+Sonoma+Valley+Cabernet+Sauvignon+2016"
"/en/wine/mac-forbes-yarra-junction-pinot-noir-2018/p/BP_383002","Mac Forbes Yarra Junction Pinot Noir 2018",338,3.7,167,"MacForbesPinotNoir2018","https://www.vivino.com/search/wines?q=Mac+Forbes+Yarra+Junction+Pinot+Noir+2018"
"/en/wine/vasse-felix-cabernet-sauvignon-2017/p/BP_392203","Vasse Felix Cabernet Sauvignon 2017",338,4,96,"VasseFelixCabernetSauvignon2017","https://www.vivino.com/search/wines?q=Vasse+Felix+Cabernet+Sauvignon+2017"
"/en/wine/stargazer-rada-pinot-meunier-pinot-noir-2018/p/BP_328431","Stargazer Rada Pinot Meunier Pinot Noir 2018",338,NA,14,"Best's Concongella Vineyards PinotMeunier - PinotNoir2018","https://www.vivino.com/search/wines?q=Stargazer+Rada+Pinot+Meunier+Pinot+Noir+2018"
"/en/wine/mac-forbes-eb42-pinot-meunier-2018/p/BP_328484","Mac Forbes EB42 Pinot Meunier 2018",338,3.6,10,"MacForbes EB 42 Summer Lovin PinotMeunier2018","https://www.vivino.com/search/wines?q=Mac+Forbes+EB42+Pinot+Meunier+2018"
"/en/wine/clairault-estate-cabernet-sauvignon-2014/p/BP_355290","Clairault Estate Cabernet Sauvignon 2014",338,4.1,29,"ClairaultEstateCabernetSauvignon2014","https://www.vivino.com/search/wines?q=Clairault+Estate+Cabernet+Sauvignon+2014"
"/en/wine/quartz-reef-pinot-noir-2017/p/BP_376519","Quartz Reef Pinot Noir 2017",338,3.9,14,"QuartzReefPinotNoir2017","https://www.vivino.com/search/wines?q=Quartz+Reef+Pinot+Noir+2017"
"/en/wine/zuccardi-tito-2016/p/BP_159913","Zuccardi Tito 2016",338,3.9,400,"ZuccardiTito2016","https://www.vivino.com/search/wines?q=Zuccardi+Tito+2016"
"/en/wine/felton-road-bannockburn-pinot-noir-2018/p/BP_356222","Felton Road Bannockburn Pinot Noir 2018",338,4.2,403,"FeltonRoadBannockburnPinotNoir2018","https://www.vivino.com/search/wines?q=Felton+Road+Bannockburn+Pinot+Noir+2018"
"/en/wine/schug-carneros-pinot-noir-2017/p/BP_356816","Schug Carneros Pinot Noir 2017",338,3.9,296,"SchugPinotNoirCarneros2017","https://www.vivino.com/search/wines?q=Schug+Carneros+Pinot+Noir+2017"
"/en/wine/orma-passi-di-orma-2017/p/BP_333309","Orma Passi Di Orma 2017",338,4.1,184,"OrmaPassidiOrma Bolgheri 2017","https://www.vivino.com/search/wines?q=Orma+Passi+Di+Orma+2017"
"/en/wine/crossbarn-by-paul-hobbs-napa-valley-cabernet-sauvignon-2016/p/BP_398996","Crossbarn by Paul Hobbs Napa Valley Cabernet Sauvignon 2016",338,4.2,561,"PaulHobbsCrossBarnCabernetSauvignon2016","https://www.vivino.com/search/wines?q=Crossbarn+by+Paul+Hobbs+Napa+Valley+Cabernet+Sauvignon+2016"
